Species,Latin Name,Year,Queens,Workers,Males,Unknown 
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,6,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,7,0,0
Honeybee,APIS mellifera,2017,0,7,0,0
Honeybee,APIS mellifera,2017,0,3,0,0
Honeybee,APIS mellifera,2017,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,2,0,0
Honeybee,APIS mellifera,2017,0,13,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,1,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,2,0,0,2
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,0,0,0,2
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Early Bumblebee,BOMBUS pratorum,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,0,0,1,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2017,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,4,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,2
Honeybee,APIS mellifera,2017,0,100,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Red Mason Bee,OSMIA bicornis,2017,0,0,1,0
Gooden's Nomad Bee,NOMADA goodeniana,2017,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,4,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2017,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,4,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,2,0,0
Honeybee,APIS mellifera,2017,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2017,0,3,0,0
Honeybee,APIS mellifera,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Heath Bumblebee,BOMBUS jonellus,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,3
Indet. Bee,Bombus sp.,2017,0,0,0,2
Indet. Bee,Bombus sp.,2017,0,0,0,3
Indet. Bee,Bombus sp.,2017,0,0,0,6
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Bilberry Bumblebee,BOMBUS monticola,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,5,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,10
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,2
Indet. Bee,Bombus sp.,2017,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,4
Indet. Bee,Bombus sp.,2017,0,0,0,3
Common Carder,BOMBUS pascuorum,2017,4,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Honeybee,APIS mellifera,2017,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,2
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,6,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Early Bumblebee,BOMBUS pratorum,2017,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,3,0,0
Common Carder,BOMBUS pascuorum,2017,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,1,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,4,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,2,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,2,0,0,0
Indet. Bee,Bombus sp.,2017,3,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,3,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,4,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Shrill Carder,BOMBUS sylvarum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,2
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Honeybee,APIS mellifera,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,4,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,3,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,2,0,0
Common Carder,BOMBUS pascuorum,2017,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,5,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,3,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,2,0,0,0
Garden Bumblebee,BOMBUS hortorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,2
Honeybee,APIS mellifera,2017,0,6,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,2,0,0
Honeybee,APIS mellifera,2017,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,2,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,3,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,2,0,0,0
Common Carder,BOMBUS pascuorum,2017,2,0,0,0
Honeybee,APIS mellifera,2017,0,7,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,0,0,1
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,4,0,0,0
Heath Bumblebee,BOMBUS jonellus,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,4,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,2,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Tawny Mining Bee,ANDRENA fulva,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Andrena,Andrena sp.,2017,0,0,0,2
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,2,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,3,0,0,1
Garden Bumblebee,BOMBUS hortorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2017,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,0
Indet. Bee,Bombus sp.,2017,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,2
Common Carder,BOMBUS pascuorum,2017,1,3,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,6,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,2
Common Carder,BOMBUS pascuorum,2017,2,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,4,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,2,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Honeybee,APIS mellifera,2017,0,4,0,0
Red Mason Bee,OSMIA bicornis,2017,0,0,0,10
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,1,0,0,0
Ashy Mining Bee,ANDRENA cineraria,2017,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2017,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,3,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,4
Common Carder,BOMBUS pascuorum,2017,0,0,0,7
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,0,0,1
Indet. Bee,Bombus sp.,2017,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,1,0,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,4,2,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,3,0,0
Common Carder,BOMBUS pascuorum,2017,0,3,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,3,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,2,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2017,0,0,0,0
Garden Bumblebee,BOMBUS hortorum,2017,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,0,1,0,0
Honeybee,APIS mellifera,2017,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2017,1,1,0,0
Indet. Bee,Bombus sp.,2017,0,0,0,1
