Species,Latin Name,Year,Queens,Workers,Males,Unknown
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,4,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,1,0
Common Carder,BOMBUS pascuorum,2010,2,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,10,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,0,3
Common Carder,BOMBUS pascuorum,2010,0,0,0,2
Common Carder,BOMBUS pascuorum,2010,0,0,0,7
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,0,0,9
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,4
Common Carder,BOMBUS pascuorum,2010,0,0,0,8
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
Tree Bumblebee,BOMBUS hypnorum,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,5,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
Indet. Bee,Bombus sp.,2010,0,0,0,1
Indet. Bee,Bombus sp.,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,11,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,8,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,9,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,65,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,6,0,0
Common Carder,BOMBUS pascuorum,2010,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,37,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,0,0,8
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,7
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,3
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,3
Common Carder,BOMBUS pascuorum,2010,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,0,0,4
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,3,0
Common Carder,BOMBUS pascuorum,2010,0,0,4,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,1,0
Common Carder,BOMBUS pascuorum,2010,0,0,2,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Honeybee,APIS mellifera,2010,0,0,0,3
Garden Bumblebee,BOMBUS hortorum,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
Honeybee,APIS mellifera,2010,0,0,0,1
Honeybee,APIS mellifera,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Honeybee,APIS mellifera,2010,0,0,0,1
Honeybee,APIS mellifera,2010,0,0,0,10
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,0,3
Buff-tailed Bumblebee,BOMBUS terrestris,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,2,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,3,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,2,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,1,0,0,0
Common Carder,BOMBUS pascuorum,2010,0,9,0,0
Common Carder,BOMBUS pascuorum,2010,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Honeybee,APIS mellifera,2010,0,1,0,0
Honeybee,APIS mellifera,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2010,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Indet. Bee,Bombus sp.,2010,0,0,0,1
Common Carder,BOMBUS pascuorum,2010,0,1,0,0
Common Carder,BOMBUS pascuorum,2010,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2010,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2010,0,0,3,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2010,0,4,0,0
Indet. Bee,Bombus sp.,2010,0,0,1,0
Indet. Bee,Bombus sp.,2010,0,0,0,5
Common Carder,BOMBUS pascuorum,2010,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,0,0
Indet. Bee,Bombus sp.,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,0,0
Honeybee,APIS mellifera,2011,0,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,1,0
Honeybee,APIS mellifera,2011,0,1,0,0
Honeybee,APIS mellifera,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,0,1,0
Indet. Bee,Bombus sp.,2011,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,0,1,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2011,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Honeybee,APIS mellifera,2011,0,0,0,1
Indet. Bee,Bombus sp.,2011,0,1,0,0
Honeybee,APIS mellifera,2011,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2011,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,1,0,0
Common Carder,BOMBUS pascuorum,2011,0,7,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2011,1,0,0,0
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,1
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,2,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,2
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2011,0,0,1,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,1
Common Carder,BOMBUS pascuorum,2011,0,0,0,2
Common Carder,BOMBUS pascuorum,2011,0,0,0,2
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Common Carder,BOMBUS pascuorum,2011,0,0,0,1
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Indet. Bee,Bombus sp.,2011,0,0,0,1
Honeybee,APIS mellifera,2011,0,0,0,5
Common Carder,BOMBUS pascuorum,2011,0,0,0,4
Common Carder,BOMBUS pascuorum,2011,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,1,0,0,0
Indet. Bee,Bombus sp.,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,5,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Garden Bumblebee,BOMBUS hortorum,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,3,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,1,0
Garden Bumblebee,BOMBUS hortorum,2012,1,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,2,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,1,0,0,0
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2012,1,0,0,0
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,1,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,1,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,2,0
Common Carder,BOMBUS pascuorum,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,3,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,0,2,0
Common Carder,BOMBUS pascuorum,2012,2,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,1,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,1,0
Honeybee,APIS mellifera,2012,0,3,0,0
Honeybee,APIS mellifera,2012,0,2,0,0
Honeybee,APIS mellifera,2012,0,1,0,0
Honeybee,APIS mellifera,2012,0,5,0,0
Honeybee,APIS mellifera,2012,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,2,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,3,0
Common Carder,BOMBUS pascuorum,2012,1,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,0,5,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,0,2,0
Common Carder,BOMBUS pascuorum,2012,0,0,2,0
Common Carder,BOMBUS pascuorum,2012,0,0,5,0
Common Carder,BOMBUS pascuorum,2012,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2012,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,0,3,0
Common Carder,BOMBUS pascuorum,2012,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,0,3,0
Common Carder,BOMBUS pascuorum,2012,1,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,0,1,0
Common Carder,BOMBUS pascuorum,2012,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2012,0,0,4,0
Common Carder,BOMBUS pascuorum,2012,0,5,0,0
Common Carder,BOMBUS pascuorum,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,1,0,0
Indet. Bee,Bombus sp.,2012,0,1,0,0
Indet. Bee,Bombus sp.,2012,0,1,0,0
Indet. Bee,Bombus sp.,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,3,0,0
Garden Bumblebee,BOMBUS hortorum,2012,2,0,0,0
Common Carder,BOMBUS pascuorum,2012,5,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,4,0,0
Common Carder,BOMBUS pascuorum,2012,10,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,3,0,0
Common Carder,BOMBUS pascuorum,2012,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,4,0,0,0
Common Carder,BOMBUS pascuorum,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2012,0,1,0,0
Common Carder,BOMBUS pascuorum,2012,0,7,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,3,0,0
Honeybee,APIS mellifera,2012,0,0,0,3
Indet. Bee,Bombus sp.,2012,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2012,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2012,0,2,0,0
